,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
397,0 days 00:44:25.781000,PIA,81,0 days 00:01:57.629000,9.0,3.0,,,41.657,25.218,50.754,0 days 00:43:09.809000,0 days 00:43:35.027000,0 days 00:44:25.781000,235.0,213.0,303.0,242.0,False,MEDIUM,9.0,False,McLaren,0 days 00:42:28.152000,2025-03-14 01:57:56.161,12,,False,,False,True,117.629,117.62899999999999
398,0 days 00:45:44.318000,PIA,81,0 days 00:01:18.537000,10.0,3.0,,,27.433,17.583,33.521,0 days 00:44:53.214000,0 days 00:45:10.797000,0 days 00:45:44.318000,283.0,318.0,304.0,320.0,False,MEDIUM,10.0,False,McLaren,0 days 00:44:25.781000,2025-03-14 01:59:53.790,1,,False,,False,True,78.537,78.537
399,0 days 01:03:00.762000,PIA,81,,11.0,3.0,,0 days 00:47:25.202000,35.789,26.467,,0 days 00:46:20.235000,0 days 00:46:46.698000,,170.0,238.0,,279.0,False,MEDIUM,11.0,False,McLaren,0 days 00:45:44.318000,2025-03-14 02:01:12.327,15,,False,,False,False,,
400,0 days 01:05:27.237000,PIA,81,0 days 00:02:26.475000,12.0,4.0,0 days 01:03:37.631000,,81.141,19.001,46.333,0 days 01:04:21.903000,0 days 01:04:40.904000,0 days 01:05:27.237000,258.0,309.0,305.0,78.0,False,SOFT,1.0,True,McLaren,0 days 01:03:37.631000,2025-03-14 02:19:05.640,1,,False,,False,False,146.475,146.47500000000002
401,0 days 01:06:44.907000,PIA,81,0 days 00:01:17.670000,13.0,4.0,,,26.863,17.534,33.273,0 days 01:05:54.100000,0 days 01:06:11.634000,0 days 01:06:44.907000,285.0,319.0,305.0,322.0,True,SOFT,2.0,True,McLaren,0 days 01:05:27.237000,2025-03-14 02:20:55.246,1,,False,,False,True,77.67,77.67
402,0 days 01:08:56.170000,PIA,81,0 days 00:02:11.263000,14.0,4.0,,,43.057,33.673,54.533,0 days 01:07:27.964000,0 days 01:08:01.637000,0 days 01:08:56.170000,188.0,107.0,222.0,275.0,False,SOFT,3.0,True,McLaren,0 days 01:06:44.907000,2025-03-14 02:22:12.916,1,,False,,False,True,131.263,131.263
403,0 days 01:10:47.800000,PIA,81,0 days 00:01:51.630000,15.0,4.0,,,41.21,24.506,45.914,0 days 01:09:37.380000,0 days 01:10:01.886000,0 days 01:10:47.800000,205.0,236.0,306.0,212.0,False,SOFT,4.0,True,McLaren,0 days 01:08:56.170000,2025-03-14 02:24:24.179,1,,False,,False,True,111.63,111.63000000000001
404,0 days 01:12:09.706000,PIA,81,0 days 00:01:21.906000,16.0,4.0,,,26.987,17.583,37.336,0 days 01:11:14.787000,0 days 01:11:32.370000,0 days 01:12:09.706000,284.0,318.0,266.0,324.0,False,SOFT,5.0,True,McLaren,0 days 01:10:47.800000,2025-03-14 02:26:15.809,1,,False,,False,True,81.906,81.90599999999999
405,0 days 01:13:33.284000,PIA,81,0 days 00:01:23.578000,17.0,4.0,,,31.03,18.232,34.316,0 days 01:12:40.736000,0 days 01:12:58.968000,0 days 01:13:33.284000,282.0,302.0,289.0,234.0,False,SOFT,6.0,True,McLaren,0 days 01:12:09.706000,2025-03-14 02:27:37.715,1,,False,,False,True,83.578,83.578
406,0 days 01:14:56.957000,PIA,81,0 days 00:01:23.673000,18.0,4.0,,,30.793,18.24,34.64,0 days 01:14:04.077000,0 days 01:14:22.317000,0 days 01:14:56.957000,277.0,291.0,293.0,294.0,False,SOFT,7.0,True,McLaren,0 days 01:13:33.284000,2025-03-14 02:29:01.293,12,,False,,False,True,83.673,83.673
407,0 days 01:17:23.821000,PIA,81,0 days 00:02:26.864000,19.0,4.0,,,29.552,26.073,91.239,0 days 01:15:26.509000,0 days 01:15:52.582000,0 days 01:17:23.821000,211.0,205.0,6.0,306.0,False,SOFT,8.0,True,McLaren,0 days 01:14:56.957000,2025-03-14 02:30:24.966,1,,False,,False,True,146.864,146.864
408,0 days 01:19:06.222000,PIA,81,,20.0,4.0,,0 days 01:19:06.222000,30.432,25.897,,0 days 01:17:54.386000,0 days 01:18:20.302000,,253.0,194.0,,251.0,False,SOFT,9.0,True,McLaren,0 days 01:17:23.821000,2025-03-14 02:32:51.830,1,,False,,False,False,,
409,0 days 00:17:45.274000,BEA,87,0 days 00:01:51.170000,1.0,1.0,0 days 00:15:58.240000,,47.996,21.153,42.021,0 days 00:16:42.301000,0 days 00:17:03.379000,0 days 00:17:45.365000,248.0,266.0,288.0,165.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:15:58.240000,2025-03-14 01:31:26.249,1,,False,,False,False,111.17,111.17
410,0 days 00:19:08.720000,BEA,87,0 days 00:01:23.446000,2.0,1.0,,,29.058,18.6,35.788,0 days 00:18:14.332000,0 days 00:18:32.932000,0 days 00:19:08.720000,274.0,312.0,295.0,296.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:17:45.274000,2025-03-14 01:33:13.283,1,,False,,False,True,83.446,83.446
411,0 days 00:20:31.115000,BEA,87,0 days 00:01:22.395000,3.0,1.0,,,28.282,18.649,35.464,0 days 00:19:37.002000,0 days 00:19:55.651000,0 days 00:20:31.115000,270.0,298.0,296.0,299.0,True,MEDIUM,3.0,True,Haas F1 Team,0 days 00:19:08.720000,2025-03-14 01:34:36.729,1,,False,,False,True,82.395,82.395
412,0 days 00:22:44.376000,BEA,87,0 days 00:02:13.261000,4.0,1.0,,,46.098,35.901,51.262,0 days 00:21:17.213000,0 days 00:21:53.114000,0 days 00:22:44.376000,142.0,165.0,293.0,256.0,False,MEDIUM,4.0,True,Haas F1 Team,0 days 00:20:31.115000,2025-03-14 01:35:59.124,1,,False,,False,True,133.261,133.261
413,0 days 00:24:05.320000,BEA,87,0 days 00:01:20.944000,5.0,1.0,,,28.167,18.376,34.401,0 days 00:23:12.543000,0 days 00:23:30.919000,0 days 00:24:05.320000,275.0,306.0,299.0,303.0,True,MEDIUM,5.0,True,Haas F1 Team,0 days 00:22:44.376000,2025-03-14 01:38:12.385,1,,False,,False,True,80.944,80.94400000000002
414,0 days 00:26:03.808000,BEA,87,0 days 00:01:58.488000,6.0,1.0,,,42.31,32.143,44.035,0 days 00:24:47.630000,0 days 00:25:19.773000,0 days 00:26:03.808000,172.0,96.0,294.0,245.0,False,MEDIUM,6.0,True,Haas F1 Team,0 days 00:24:05.320000,2025-03-14 01:39:33.329,1,,False,,False,True,118.488,118.488
415,0 days 00:27:23.830000,BEA,87,0 days 00:01:20.022000,7.0,1.0,,,27.688,18.199,34.135,0 days 00:26:31.496000,0 days 00:26:49.695000,0 days 00:27:23.830000,277.0,308.0,296.0,303.0,True,MEDIUM,7.0,True,Haas F1 Team,0 days 00:26:03.808000,2025-03-14 01:41:31.817,1,,False,,False,True,80.022,80.02199999999999
416,0 days 00:29:30.763000,BEA,87,0 days 00:02:06.933000,8.0,1.0,,,47.784,28.217,50.932,0 days 00:28:11.614000,0 days 00:28:39.831000,0 days 00:29:30.763000,132.0,211.0,295.0,230.0,False,MEDIUM,8.0,True,Haas F1 Team,0 days 00:27:23.830000,2025-03-14 01:42:51.839,1,,False,,False,True,126.933,126.933
417,0 days 00:30:50.075000,BEA,87,0 days 00:01:19.312000,9.0,1.0,,,27.509,18.023,33.78,0 days 00:29:58.272000,0 days 00:30:16.295000,0 days 00:30:50.075000,277.0,311.0,299.0,305.0,True,MEDIUM,9.0,True,Haas F1 Team,0 days 00:29:30.763000,2025-03-14 01:44:58.772,1,,False,,False,True,79.312,79.312
418,0 days 00:49:08.104000,BEA,87,,10.0,1.0,,0 days 00:32:19.179000,28.263,18.674,,0 days 00:31:18.558000,0 days 00:31:37.246000,,273.0,286.0,,,False,MEDIUM,10.0,True,Haas F1 Team,0 days 00:30:50.075000,2025-03-14 01:46:18.084,152,,False,,False,False,,
419,0 days 00:50:57.697000,BEA,87,0 days 00:01:49.593000,11.0,2.0,0 days 00:49:11.385000,,50.42,19.886,39.287,0 days 00:49:58.524000,0 days 00:50:18.410000,0 days 00:50:57.697000,247.0,291.0,299.0,174.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:49:11.385000,2025-03-14 02:04:39.394,1,,False,,False,False,109.593,109.59299999999999
420,0 days 01:02:38.034000,BEA,87,,12.0,2.0,,0 days 01:02:38.034000,27.156,17.836,,0 days 00:51:25.010000,0 days 00:51:42.825000,,283.0,315.0,,317.0,False,SOFT,2.0,True,Haas F1 Team,0 days 00:50:57.697000,2025-03-14 02:06:25.706,15,,False,,False,False,,
